txnno,txndate,custno,amount,category,product,city,state,spendby
00052557,09-28-2011,4005287,087.89,Outdoor Recreation,Cycling,Cleveland,Ohio,credit
00052558,04-15-2011,4001230,139.91,Outdoor Recreation,Skateboarding,Memphis,Tennessee,credit
00052559,10-14-2011,4006072,088.85,Outdoor Recreation,Skateboarding,Lowell,Massachusetts,credit
00052560,12-21-2011,4001084,010.02,Exercise & Fitness,Cardio Machine Accessories,Kansas City,Kansas,cash
00052561,04-11-2011,4003539,136.66,Water Sports,Scuba Diving & Snorkeling,Kansas City,Missouri,credit
00052562,06-15-2011,4006010,186.07,Games,Dice & Dice Sets,St. Louis  ,Missouri,credit
00052563,09-10-2011,4009314,101.73,Water Sports,Windsurfing,Santa Ana,California,credit
00052564,01-12-2011,4009410,098.45,Exercise & Fitness,Free Weight Bars,Plano,Texas,credit
00052565,05-16-2011,4006701,071.54,Exercise & Fitness,Cardio Machine Accessories,Philadelphia,Pennsylvania,credit
00052566,07-12-2011,4009559,155.20,Exercise & Fitness,Exercise Balls,Alexandria  ,Virginia,credit
00052567,07-03-2011,4001135,078.69,Water Sports,Swimming,Dallas,Texas,credit
00052568,10-10-2011,4009059,141.60,Team Sports,Field Hockey,Flint,Michigan,credit
00052569,04-06-2011,4000966,184.66,Combat Sports,Boxing,Plano,Texas,credit
00052570,09-27-2011,4003366,182.02,Outdoor Recreation,Skating,Austin,Texas,credit
00052571,09-01-2011,4008935,031.57,Games,Portable Electronic Games,Columbus,Georgia,cash
00052572,01-01-2011,4000098,104.12,Outdoor Play Equipment,Lawn Water Slides,Nashville  ,Tennessee,credit
00052573,04-25-2011,4003830,134.30,Team Sports,Cheerleading,Midland,Texas,credit
00052574,11-19-2011,4002356,188.94,Exercise & Fitness,Abdominal Equipment,Dayton,Ohio,credit
00052575,04-17-2011,4006736,029.36,Outdoor Recreation,Tetherball,Phoenix,Arizona,cash
00052576,07-06-2011,4000550,020.57,Outdoor Play Equipment,Outdoor Playsets,Everett,Washington,cash
00052577,02-06-2011,4007344,080.17,Jumping,Bungee Jumping,Denton,Texas,credit
00052578,11-07-2011,4002702,104.66,Team Sports,Football,Dayton,Ohio,credit
00052579,06-30-2011,4003699,099.86,Outdoor Recreation,Running,Atlanta,Georgia,credit
00052580,06-22-2011,4009923,032.42,Winter Sports,Sledding,Fremont,California,cash
00052581,05-19-2011,4005499,042.96,Outdoor Recreation,Lawn Games,Baltimore,Maryland,cash
00052582,07-30-2011,4003804,178.10,Outdoor Recreation,Cycling,Jersey City,New Jersey,credit
00052583,06-23-2011,4002596,072.71,Water Sports,Scuba Diving & Snorkeling,Jacksonville ,Florida,credit
00052584,04-25-2011,4003785,029.80,Gymnastics,Gymnastics Protective Gear,Colorado Springs,Colorado,cash
00052585,08-10-2011,4003836,155.96,Jumping,Jumping Stilts,Long Beach,California,credit
00052586,03-10-2011,4006623,023.15,Outdoor Play Equipment,Lawn Water Slides,Green Bay,Wisconsin,cash
00052587,09-01-2011,4001560,122.08,Indoor Games,Darts,McKinney,Texas,credit
00052588,04-01-2011,4005910,076.33,Water Sports,Water Tubing,San Diego,California,credit
00052589,04-11-2011,4000423,110.81,Outdoor Recreation,Geocaching,Milwaukee,Wisconsin,credit
00052590,10-10-2011,4008847,019.20,Team Sports,Football,Baltimore,Maryland,cash
00052591,10-12-2011,4005619,061.89,Winter Sports,Sledding,West Valley City,Utah,credit
00052592,02-02-2011,4001342,012.17,Combat Sports,Fencing,Cambridge,Massachusetts,cash
00052593,07-29-2011,4008850,172.96,Outdoor Play Equipment,Swing Sets,Columbus,Ohio,credit
00052594,01-23-2011,4009682,135.66,Outdoor Recreation,Equestrian,San Antonio,Texas,credit
00052595,12-18-2011,4009954,108.42,Team Sports,Softball,Colorado Springs,Colorado,credit
00052596,02-09-2011,4007313,093.42,Exercise & Fitness,Exercise Bands,Washington,District of Columbia,credit
00052597,12-08-2011,4007581,131.39,Games,Dice Games,El Paso,Texas,credit
00052598,10-09-2011,4002754,150.06,Exercise & Fitness,Abdominal Equipment,Coral Springs,Florida,credit
00052599,12-14-2011,4000847,109.43,Gymnastics,Pommel Horses,Atlanta,Georgia,credit
00052600,02-16-2011,4006236,195.06,Team Sports,Football,Charlotte,North Carolina,credit
00052601,06-15-2011,4004897,045.65,Indoor Games,Billiards,Des Moines,Iowa,credit
00052602,03-08-2011,4006181,194.73,Winter Sports,Snowmobiling,Rockford,Illinois,credit
00052603,11-27-2011,4006514,180.37,Indoor Games,Ping Pong,Charlotte,North Carolina,credit
00052604,11-24-2011,4009406,139.70,Outdoor Recreation,Deck Shuffleboard,Reno,Nevada,credit
00052605,07-13-2011,4007879,166.52,Outdoor Play Equipment,Swing Sets,Berkeley,California,credit
00052606,07-26-2011,4001436,120.76,Outdoor Play Equipment,Playhouses,Scottsdale,Arizona,credit
00052607,07-18-2011,4001843,082.35,Outdoor Recreation,Archery,Long Beach,California,credit
00052608,02-22-2011,4005002,175.83,Winter Sports,Snowmobiling,Long Beach,California,credit
00052609,12-30-2011,4009191,140.05,Team Sports,Team Handball,Louisville,Kentucky,credit
00052610,11-07-2011,4006235,115.45,Winter Sports,Snowboarding,Newark,New Jersey,credit
00052611,04-24-2011,4003253,142.68,Combat Sports,Fencing,Rockford,Illinois,credit
00052612,03-15-2011,4000441,021.40,Games,Poker Chips & Sets,Hampton  ,Virginia,credit
00052613,06-10-2011,4004041,197.58,Outdoor Recreation,Equestrian,Pasadena,California,credit
00052614,10-17-2011,4007904,090.44,Games,Poker Chips & Sets,San Jose,California,credit
00052615,07-26-2011,4001808,047.71,Team Sports,Rugby,Dayton,Ohio,credit
00052616,06-09-2011,4002434,137.09,Games,Mahjong,Fremont,California,credit
00052617,10-07-2011,4004048,127.54,Outdoor Recreation,Lawn Games,Colorado Springs,Colorado,credit
00052618,05-23-2011,4007564,097.26,Team Sports,Soccer,Paterson,New Jersey,credit
00052619,03-27-2011,4003689,143.10,Winter Sports,Sledding,Charleston,South Carolina,credit
00052620,12-11-2011,4006430,108.19,Water Sports,Surfing,Denton,Texas,credit
00052621,11-10-2011,4000849,182.35,Winter Sports,Luge,New Orleans,Louisiana,credit
00052622,01-31-2011,4000450,095.38,Exercise & Fitness,Weightlifting Gloves,Rockford,Illinois,credit
00052623,11-10-2011,4004835,005.78,Games,Dice & Dice Sets,Las Vegas,Nevada,credit
00052624,01-25-2011,4003724,124.50,Air Sports,Parachutes,Clarksville,Tennessee,credit
00052625,09-28-2011,4008487,106.40,Outdoor Recreation,Motorsports,Centennial,Colorado,credit
00052626,07-05-2011,4001085,199.41,Team Sports,Cricket,Columbus,Georgia,credit
00052627,11-01-2011,4001740,196.64,Outdoor Recreation,Camping & Backpacking & Hiking,Long Beach,California,credit
00052628,06-17-2011,4005290,044.63,Exercise & Fitness,Abdominal Equipment,Phoenix,Arizona,credit
00052629,10-16-2011,4008386,158.80,Combat Sports,Wrestling,Lincoln,Nebraska,credit
00052630,03-15-2011,4001643,172.70,Exercise & Fitness,Exercise Balls,Plano,Texas,credit
00052631,05-17-2011,4007944,026.75,Exercise & Fitness,Jump Ropes,Cincinnati,Ohio,credit
00052632,03-30-2011,4004837,093.43,Water Sports,Wetsuits,Long Beach,California,credit
00052633,06-26-2011,4006657,146.46,Outdoor Recreation,Tetherball,Newark,New Jersey,credit
00052634,08-24-2011,4006494,138.52,Outdoor Recreation,Motorsports,Salem,Oregon,credit
00052635,11-24-2011,4002490,104.67,Water Sports,Water Polo,Sacramento,California,credit
00052636,10-17-2011,4004792,040.83,Outdoor Recreation,Golf,New Orleans,Louisiana,credit
00052637,07-17-2011,4006750,085.60,Outdoor Recreation,Geocaching,Brownsville,Texas,credit
00052638,08-15-2011,4002900,182.40,Jumping,Pogo Sticks,Clarksville,Tennessee,credit
00052639,09-11-2011,4006777,005.60,Gymnastics,Springboards,Dayton,Ohio,credit
00052640,05-06-2011,4003725,164.63,Games,Bingo Sets,Columbus,Georgia,credit
00052641,07-24-2011,4006514,116.48,Outdoor Play Equipment,Lawn Water Slides,San Diego,California,credit
00052642,06-19-2011,4006381,125.66,Team Sports,Rugby,Santa Ana,California,credit
00052643,01-15-2011,4001439,177.72,Jumping,Pogo Sticks,Sunnyvale,California,credit
00052644,05-17-2011,4004269,111.60,Team Sports,Cricket,Springfield,Illinois,credit
00052645,01-21-2011,4006641,133.26,Indoor Games,Bowling,Santa Ana,California,credit
00052646,05-07-2011,4006042,169.68,Team Sports,Lacrosse,Bellevue,Washington,credit
00052647,07-06-2011,4001905,053.67,Games,Dice & Dice Sets,Berkeley,California,credit
00052648,04-07-2011,4009587,187.77,Indoor Games,Bowling,Long Beach,California,credit
00052649,03-05-2011,4007436,142.20,Dancing,Ballet Bars,New York,New York,credit
00052650,01-20-2011,4006906,098.94,Outdoor Play Equipment,Sandboxes,Pittsburgh,Pennsylvania,credit
00052651,11-25-2011,4004152,099.99,Games,Card Games,Oklahoma City,Oklahoma,credit
00052652,03-30-2011,4009673,092.58,Outdoor Recreation,Motorsports,Denver  ,Colorado,credit
00052653,08-28-2011,4000668,043.36,Exercise & Fitness,Medicine Balls,Chicago,Illinois,cash
00052654,02-22-2011,4002718,012.79,Water Sports,Water Tubing,Washington,District of Columbia,cash
00052655,11-24-2011,4006223,058.91,Exercise & Fitness,Weightlifting Machines,Chicago,Illinois,credit
00052656,12-16-2011,4002630,100.58,Gymnastics,Gymnastics Mats,Westminster,Colorado,credit
00052657,03-20-2011,4001367,141.96,Air Sports,Parachutes,Gilbert,Arizona,credit
00052658,07-03-2011,4009792,021.44,Water Sports,Bodyboarding,Montgomery,Alabama,cash
00052659,10-22-2011,4002730,146.96,Exercise & Fitness,Jump Ropes,Charlotte,North Carolina,credit
00052660,06-24-2011,4001910,190.14,Gymnastics,Gymnastics Protective Gear,Long Beach,California,credit
00052661,01-16-2011,4002061,121.97,Exercise & Fitness,Weightlifting Machines,Newark,New Jersey,credit
00052662,06-30-2011,4006492,075.74,Indoor Games,Darts,Overland Park,Kansas,credit
00052663,07-21-2011,4007003,115.93,Puzzles,Jigsaw Puzzles,Dallas,Texas,credit
00052664,06-11-2011,4009161,084.80,Indoor Games,Bowling,Montgomery,Alabama,credit
00052665,03-23-2011,4009095,055.49,Winter Sports,Cross-Country Skiing,Austin,Texas,credit
00052666,12-02-2011,4005711,063.18,Gymnastics,Gymnastics Rings,Houston,Texas,credit
00052667,09-07-2011,4001353,046.45,Air Sports,Parachutes,Vancouver,Washington,cash
00052668,08-09-2011,4008868,116.02,Water Sports,Wetsuits,Sunnyvale,California,credit
00052669,08-01-2011,4008302,047.38,Gymnastics,Balance Beams,Columbia,Missouri,cash
00052670,12-12-2011,4003173,148.76,Team Sports,Field Hockey,Bellevue,Washington,credit
00052671,05-23-2011,4002799,065.36,Winter Sports,Snowmobiling,Oklahoma City,Oklahoma,credit
00052672,08-01-2011,4001063,154.32,Winter Sports,Luge,Memphis,Tennessee,credit
00052673,11-18-2011,4007802,090.27,Outdoor Recreation,Geocaching,Columbia,South Carolina,credit
00052674,01-19-2011,4000192,119.28,Water Sports,Surfing,Kansas City,Kansas,credit
00052675,03-31-2011,4008804,182.19,Team Sports,Indoor Volleyball,Anaheim,California,credit
00052676,12-19-2011,4006874,171.10,Winter Sports,Snowboarding,Clarksville,Tennessee,credit
00052677,04-27-2011,4000696,105.84,Games,Dice Games,Kansas City,Kansas,credit
00052678,08-29-2011,4005421,053.24,Team Sports,Football,Salem,Oregon,credit
00052679,02-19-2011,4005233,136.04,Jumping,Trampolines,Lowell,Massachusetts,credit
00052680,06-07-2011,4004272,029.11,Outdoor Recreation,Hunting,Newark,New Jersey,cash
00052681,02-10-2011,4001320,163.46,Games,Mahjong,Orange,California,credit
00052682,01-15-2011,4003594,115.48,Water Sports,Life Jackets,Memphis,Tennessee,credit
00052683,09-16-2011,4008641,137.62,Games,Mahjong,Orlando,Florida,credit
00052684,06-28-2011,4008165,086.52,Outdoor Recreation,Ice Climbing,Cincinnati,Ohio,credit
00052685,02-24-2011,4005364,157.72,Indoor Games,Ping Pong,Birmingham,Alabama,credit
00052686,04-19-2011,4009116,071.53,Outdoor Recreation,Running,Cincinnati,Ohio,credit
00052687,10-25-2011,4007083,052.12,Water Sports,Scuba Diving & Snorkeling,Columbus,Georgia,credit
00052688,12-30-2011,4008340,197.89,Winter Sports,Snowmobiling,Buffalo,New York,credit
00052689,11-16-2011,4002605,106.39,Gymnastics,Gymnastics Mats,Washington,District of Columbia,credit
00052690,01-23-2011,4003290,065.83,Air Sports,Air Suits,Buffalo,New York,credit
00052691,08-07-2011,4007801,156.58,Team Sports,Soccer,St. Petersburg,Florida,credit
00052692,03-28-2011,4002313,059.33,Games,Dice Games,Cleveland,Ohio,credit
00052693,02-22-2011,4007282,070.41,Games,Dominoes,Jackson,Mississippi,credit
00052694,08-20-2011,4003807,190.92,Outdoor Recreation,Ice Climbing,Madison,Wisconsin,credit
00052695,04-19-2011,4009457,061.11,Indoor Games,Air Hockey,Orange,California,credit
00052696,08-12-2011,4002871,050.61,Games,Card Games,Columbia,South Carolina,credit
00052697,03-19-2011,4002841,102.12,Outdoor Recreation,Skating,San Antonio,Texas,credit
00052698,10-15-2011,4009019,066.16,Water Sports,Towed Water Sports,Denver  ,Colorado,credit
00052699,05-13-2011,4001991,031.06,Indoor Games,Darts,Colorado Springs,Colorado,cash
00052700,09-15-2011,4000351,083.25,Games,Dice Games,Jacksonville ,Florida,credit
00052701,12-19-2011,4002024,137.89,Gymnastics,Pommel Horses,Vancouver,Washington,credit
00052702,06-24-2011,4000342,124.63,Gymnastics,Balance Beams,Detroit,Michigan,credit
00052703,03-23-2011,4002887,172.40,Outdoor Recreation,Tetherball,Columbus,Georgia,credit
00052704,05-06-2011,4000618,126.18,Exercise & Fitness,Free Weights,Cleveland,Ohio,credit
00052705,03-05-2011,4009757,095.42,Exercise & Fitness,Free Weight Bars,Springfield,Illinois,credit
00052706,12-19-2011,4006325,065.53,Outdoor Play Equipment,Lawn Water Slides,Denton,Texas,credit
00052707,10-25-2011,4002722,115.17,Racquet Sports,Badminton,Honolulu  ,Hawaii,credit
00052708,10-19-2011,4005659,159.19,Combat Sports,Martial Arts,Gresham,Oregon,credit
00052709,10-28-2011,4009120,055.70,Team Sports,Rugby,Columbus,Ohio,credit
00052710,09-28-2011,4008405,171.57,Water Sports,Towed Water Sports,New York,New York,credit
00052711,01-30-2011,4009034,184.77,Exercise & Fitness,Cardio Machines,Cleveland,Ohio,credit
00052712,02-20-2011,4008533,164.04,Team Sports,Field Hockey,Jackson,Mississippi,credit
00052713,08-24-2011,4007670,083.38,Indoor Games,Table Shuffleboard,Jacksonville ,Florida,credit
00052714,07-25-2011,4001750,086.92,Outdoor Recreation,Ice Climbing,Seattle,Washington,credit
00052715,10-05-2011,4002809,047.96,Water Sports,Swimming,Houston,Texas,credit
00052716,11-01-2011,4008490,118.70,Outdoor Recreation,Skateboarding,Cincinnati,Ohio,credit
00052717,06-13-2011,4007554,138.81,Exercise & Fitness,Abdominal Equipment,Alexandria  ,Virginia,credit
00052718,11-06-2011,4001894,100.36,Outdoor Recreation,Hunting,Honolulu  ,Hawaii,credit
00052719,03-12-2011,4003428,010.06,Indoor Games,Air Hockey,Houston,Texas,credit
00052720,07-31-2011,4002240,102.49,Outdoor Recreation,Running,Atlanta,Georgia,credit
00052721,03-27-2011,4004508,123.35,Games,Card Games,Columbia,Missouri,credit
00052722,03-23-2011,4002278,056.82,Outdoor Recreation,Track & Field,Orange,California,credit
00052723,03-10-2011,4006755,176.87,Winter Sports,Luge,Scottsdale,Arizona,credit
00052724,02-13-2011,4000234,182.37,Outdoor Recreation,Track & Field,Fremont,California,credit
00052725,01-03-2011,4006846,133.66,Outdoor Play Equipment,Sandboxes,Los Angeles,California,credit
00052726,10-09-2011,4001992,116.63,Water Sports,Bodyboarding,Newark,New Jersey,credit
00052727,11-08-2011,4009213,043.84,Outdoor Recreation,Motorsports,Columbus,Ohio,credit
00052728,06-29-2011,4008803,099.95,Outdoor Recreation,Riding Scooters,Jersey City,New Jersey,credit
00052729,09-11-2011,4009172,114.01,Team Sports,Basketball,Dayton,Ohio,credit
00052730,01-19-2011,4002255,012.37,Indoor Games,Darts,Birmingham,Alabama,credit
00052731,11-27-2011,4007445,191.85,Water Sports,Water Tubing,Birmingham,Alabama,credit
00052732,11-30-2011,4009621,109.04,Outdoor Recreation,Golf,Berkeley,California,credit
00052733,12-25-2011,4007199,189.19,Indoor Games,Darts,San Francisco,California,credit
00052734,05-01-2011,4002276,026.86,Water Sports,Water Tubing,Los Angeles,California,credit
00052735,12-23-2011,4008474,017.80,Outdoor Recreation,Camping & Backpacking & Hiking,Hampton  ,Virginia,credit
00052736,10-03-2011,4007023,189.40,Water Sports,Wetsuits,Washington,District of Columbia,credit
00052737,08-11-2011,4006674,038.67,Outdoor Recreation,Track & Field,Plano,Texas,credit
00052738,12-02-2011,4002471,138.38,Team Sports,Softball,Charlotte,North Carolina,credit
00052739,08-16-2011,4005437,059.39,Outdoor Recreation,Disc Golf,Clarksville,Tennessee,credit
00052740,10-21-2011,4006005,105.22,Games,Board Games,Des Moines,Iowa,credit
00052741,05-19-2011,4007451,020.84,Team Sports,Cricket,Madison,Wisconsin,cash
00052742,08-27-2011,4007454,170.08,Gymnastics,Gymnastics Rings,Pasadena,California,credit
00052743,11-16-2011,4004593,082.35,Games,Bingo Sets,Berkeley,California,credit
00052744,01-25-2011,4001253,029.84,Water Sports,Kitesurfing,Omaha,Nebraska,cash
00052745,04-04-2011,4007280,044.19,Outdoor Play Equipment,Slides,Indianapolis ,Indiana,cash
00052746,10-28-2011,4003088,135.25,Winter Sports,Sledding,Madison,Wisconsin,credit
00052747,09-07-2011,4000363,009.11,Team Sports,Hockey,Green Bay,Wisconsin,cash
00052748,10-21-2011,4002489,082.99,Water Sports,Whitewater Rafting,Irvine,California,credit
00052749,10-24-2011,4003982,149.76,Water Sports,Surfing,Lincoln,Nebraska,credit
00052750,11-06-2011,4009733,133.24,Outdoor Recreation,Golf,Brownsville,Texas,credit
00052751,02-17-2011,4005612,116.39,Air Sports,Parachutes,Midland,Texas,credit
00052752,07-11-2011,4001404,047.42,Games,Portable Electronic Games,Lincoln,Nebraska,cash
00052753,11-17-2011,4000733,167.17,Team Sports,Cricket,Chattanooga,Tennessee,credit
00052754,12-29-2011,4000124,197.72,Outdoor Play Equipment,Slides,El Paso,Texas,credit
00052755,01-20-2011,4003202,079.60,Team Sports,Hockey,San Diego,California,credit
00052756,09-26-2011,4008259,143.44,Gymnastics,Gymnastics Protective Gear,Las Vegas,Nevada,credit
00052757,05-01-2011,4004434,178.63,Games,Portable Electronic Games,Jackson,Mississippi,credit
00052758,04-26-2011,4007581,089.20,Water Sports,Towed Water Sports,McKinney,Texas,credit
00052759,08-08-2011,4008156,135.42,Outdoor Recreation,Riding Scooters,Plano,Texas,credit
00052760,04-03-2011,4005228,042.68,Indoor Games,Bowling,Salem,Oregon,cash
00052761,11-07-2011,4001086,153.05,Outdoor Play Equipment,Playhouses,Chicago,Illinois,credit
00052762,10-12-2011,4005511,082.89,Exercise & Fitness,Stopwatches,Vancouver,Washington,credit
00052763,04-07-2011,4003843,168.63,Outdoor Recreation,Fishing,Overland Park,Kansas,credit
00052764,09-06-2011,4008222,141.46,Games,Dominoes,Alexandria  ,Virginia,credit
00052765,01-23-2011,4002367,033.96,Gymnastics,Vaulting Horses,Orlando,Florida,cash
00052766,04-01-2011,4001572,090.38,Racquet Sports,Racquetball,Charlotte,North Carolina,credit
00052767,02-08-2011,4006866,037.50,Outdoor Recreation,Cycling,Gilbert,Arizona,cash
00052768,06-14-2011,4008914,163.90,Water Sports,Whitewater Rafting,San Francisco,California,credit
00052769,05-16-2011,4004691,057.59,Exercise & Fitness,Gym Mats,Berkeley,California,credit
00052770,07-08-2011,4002384,009.91,Outdoor Recreation,Hunting,Durham,North Carolina,cash
00052771,05-27-2011,4007935,021.90,Outdoor Play Equipment,Slides,West Valley City,Utah,cash
00052772,07-24-2011,4004449,136.22,Gymnastics,Balance Beams,Cleveland,Ohio,credit
00052773,12-26-2011,4005702,013.67,Racquet Sports,Racquetball,Los Angeles,California,cash
00052774,04-02-2011,4007557,109.76,Indoor Games,Table Shuffleboard,Dayton,Ohio,credit
00052775,03-25-2011,4009491,095.45,Outdoor Recreation,Archery,Las Vegas,Nevada,credit
00052776,07-29-2011,4002662,030.63,Winter Sports,Sledding,New York,New York,cash
00052777,09-14-2011,4005975,028.67,Air Sports,Hang Gliding,Stamford,Connecticut,cash
00052778,11-24-2011,4005162,162.45,Racquet Sports,Tennis,Charleston,South Carolina,credit
00052779,04-29-2011,4000057,008.14,Winter Sports,Bobsledding,Buffalo,New York,cash
00052780,02-26-2011,4000671,070.78,Exercise & Fitness,Gym Mats,Pasadena,Texas,credit
00052781,06-13-2011,4009828,012.41,Gymnastics,Gymnastics Protective Gear,Gilbert,Arizona,cash
00052782,02-21-2011,4001743,159.74,Combat Sports,Wrestling,Reno,Nevada,credit
00052783,05-14-2011,4009999,142.63,Jumping,Trampoline Accessories,Irvine,California,credit
00052784,07-25-2011,4009261,029.82,Air Sports,Parachutes,Flint,Michigan,cash
00052785,03-05-2011,4003105,055.43,Water Sports,Windsurfing,Chattanooga,Tennessee,credit
00052786,07-20-2011,4002231,098.65,Winter Sports,Bobsledding,Denton,Texas,credit
00052787,09-20-2011,4001455,066.94,Outdoor Recreation,Track & Field,Alexandria  ,Virginia,credit
00052788,01-31-2011,4004957,192.74,Gymnastics,Pommel Horses,Richmond  ,Virginia,credit
00052789,03-21-2011,4007889,100.85,Outdoor Play Equipment,Water Tables,Kansas City,Kansas,credit
00052790,04-22-2011,4004982,062.92,Exercise & Fitness,Exercise Bands,Cincinnati,Ohio,credit
00052791,12-18-2011,4005565,128.05,Gymnastics,Vaulting Horses,Oklahoma City,Oklahoma,credit
00052792,04-21-2011,4005070,081.21,Exercise & Fitness,Exercise Balls,Hartford,Connecticut,credit
00052793,04-27-2011,4002390,130.18,Jumping,Bungee Jumping,Irvine,California,credit
00052794,11-02-2011,4004798,007.30,Outdoor Play Equipment,Swing Sets,Charleston,South Carolina,cash
00052795,09-05-2011,4007288,114.83,Exercise & Fitness,Cardio Machine Accessories,Irvine,California,credit
00052796,07-29-2011,4009041,071.73,Team Sports,Curling,Plano,Texas,credit
00052797,03-10-2011,4005797,198.87,Games,Dice & Dice Sets,Brownsville,Texas,credit
00052798,04-01-2011,4008668,057.90,Combat Sports,Fencing,Philadelphia,Pennsylvania,credit
00052799,06-21-2011,4005800,085.55,Games,Dice Games,Pittsburgh,Pennsylvania,credit
00052800,09-13-2011,4003984,186.78,Water Sports,Boating,Indianapolis ,Indiana,credit
00052801,12-21-2011,4000866,147.62,Water Sports,Wetsuits,Vancouver,Washington,credit
00052802,02-09-2011,4000949,142.38,Team Sports,Basketball,Newark,New Jersey,credit
00052803,11-25-2011,4008322,173.42,Gymnastics,Gymnastics Mats,Jacksonville ,Florida,credit
00052804,01-26-2011,4007105,163.23,Outdoor Recreation,Fishing,Fremont,California,credit
00052805,01-20-2011,4004062,141.52,Outdoor Recreation,Track & Field,St. Petersburg,Florida,credit
00052806,02-27-2011,4003191,156.65,Exercise & Fitness,Weightlifting Machines,Milwaukee,Wisconsin,credit
00052807,07-27-2011,4009761,145.44,Jumping,Trampoline Accessories,St. Louis  ,Missouri,credit
00052808,02-17-2011,4005882,108.53,Gymnastics,Springboards,Cleveland,Ohio,credit
00052809,03-07-2011,4003898,084.29,Outdoor Recreation,Fishing,Everett,Washington,credit
00052810,11-15-2011,4007346,082.22,Outdoor Recreation,Rock Climbing,Denver  ,Colorado,credit
00052811,09-20-2011,4005207,092.60,Outdoor Play Equipment,Water Tables,Plano,Texas,credit
00052812,12-11-2011,4007192,167.02,Team Sports,Field Hockey,Nashville  ,Tennessee,credit
00052813,07-16-2011,4000379,120.03,Jumping,Jumping Stilts,Omaha,Nebraska,credit
00052814,08-26-2011,4004523,119.08,Games,Dominoes,Portland,Oregon,credit
00052815,08-24-2011,4009879,095.86,Puzzles,Mechanical Puzzles,Columbia,Missouri,credit
00052816,02-05-2011,4000828,051.85,Outdoor Play Equipment,Slides,Anaheim,California,credit
00052817,03-07-2011,4001617,075.33,Water Sports,Towed Water Sports,Miami,Florida,credit
00052818,09-06-2011,4007208,092.92,Water Sports,Water Tubing,San Jose,California,credit
00052819,07-09-2011,4004293,155.20,Winter Sports,Luge,Seattle,Washington,credit
00052820,12-04-2011,4002318,177.22,Games,Poker Chips & Sets,Phoenix,Arizona,credit
00052821,01-05-2011,4006102,164.30,Outdoor Play Equipment,Slides,Lowell,Massachusetts,credit
00052822,01-05-2011,4003759,008.84,Team Sports,Softball,Orange,California,credit
00052823,08-04-2011,4002754,194.58,Water Sports,Whitewater Rafting,Anaheim,California,credit
00052824,05-04-2011,4001910,186.12,Water Sports,Kitesurfing,Dayton,Ohio,credit
00052825,12-06-2011,4004859,053.88,Exercise & Fitness,Gym Mats,Paterson,New Jersey,credit
00052826,08-22-2011,4004896,099.79,Team Sports,Football,Salem,Oregon,credit
00052827,04-12-2011,4001481,193.49,Team Sports,Team Handball,San Diego,California,credit
00052828,12-28-2011,4009919,139.72,Games,Bingo Sets,Dayton,Ohio,credit
00052829,07-25-2011,4008238,111.69,Team Sports,Cricket,San Antonio,Texas,credit
00052830,07-22-2011,4009176,173.37,Winter Sports,Sledding,Columbus,Georgia,credit
00052831,05-08-2011,4002181,106.14,Indoor Games,Table Shuffleboard,Sunnyvale,California,credit
00052832,10-10-2011,4001594,197.64,Outdoor Recreation,Motorsports,San Antonio,Texas,credit
00052833,11-02-2011,4003162,032.71,Team Sports,Baseball,Hampton  ,Virginia,credit
00052834,11-07-2011,4006756,008.99,Outdoor Recreation,Camping & Backpacking & Hiking,Dayton,Ohio,credit
00052835,04-15-2011,4004892,161.47,Outdoor Recreation,Skateboarding,Kansas City,Missouri,credit
00052836,10-14-2011,4006729,006.47,Winter Sports,Snowmobiling,Las Vegas,Nevada,credit
00052837,11-18-2011,4009902,190.98,Outdoor Recreation,Tetherball,Detroit,Michigan,credit
00052838,01-01-2011,4006912,124.94,Gymnastics,Balance Beams,Cincinnati,Ohio,credit
00052839,11-14-2011,4002162,102.60,Gymnastics,Balance Beams,Saint Paul,Minnesota,credit
00052840,12-29-2011,4003276,118.67,Team Sports,Cheerleading,Portland,Oregon,credit
00052841,09-01-2011,4004812,011.09,Team Sports,Curling,Lincoln,Nebraska,cash
00052842,03-29-2011,4008581,100.51,Outdoor Play Equipment,Lawn Water Slides,Cleveland,Ohio,credit
00052843,04-19-2011,4003472,085.89,Outdoor Recreation,Running,Anaheim,California,credit
00052844,11-22-2011,4005600,100.02,Jumping,Trampolines,Gresham,Oregon,credit
00052845,07-12-2011,4003840,058.84,Exercise & Fitness,Weightlifting Belts,Louisville,Kentucky,credit
00052846,12-11-2011,4007225,138.01,Exercise & Fitness,Free Weights,Cincinnati,Ohio,credit
00052847,05-01-2011,4005039,135.10,Indoor Games,Darts,Cleveland,Ohio,credit
00052848,03-06-2011,4008795,020.29,Water Sports,Whitewater Rafting,Chattanooga,Tennessee,cash
00052849,11-14-2011,4006999,098.72,Exercise & Fitness,Gym Mats,Jacksonville ,Florida,credit
00052850,06-30-2011,4005943,067.29,Outdoor Recreation,Shooting Games,Sunnyvale,California,credit
00052851,08-12-2011,4001678,097.32,Outdoor Recreation,Ice Climbing,Nashville  ,Tennessee,credit
00052852,06-23-2011,4005618,080.06,Water Sports,Wetsuits,Baltimore,Maryland,credit
00052853,05-27-2011,4007774,025.15,Water Sports,Boating,Houston,Texas,cash
00052854,10-16-2011,4001705,067.28,Team Sports,Indoor Volleyball,Plano,Texas,credit
